date,time,stretchAngle,stretchAmt,Vtarget,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,V_diode_shunt,V_diode,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,Diode_amps,stretchDiffs
5/1/2023,5:09 PM,15.0,0.0001,-1.2,0.043126252,0.020498805,1.1960449,0.042949753,0.000172582,350.29403,351.61059,350.24269,24.111,-2.066e-06,-1.2002887,0.0008212959817177,0.0008215331484315,0.0035837071678321,1.75210152284264e-07,-2.063936063936064e-09,2.100000000000001e-05
5/1/2023,5:09 PM,15.0,0.0001,-1.183099,0.043119728,0.020497065,1.1959473,0.042928113,0.000209556,350.29296,351.60952,350.24055,24.049,-2.066e-06,-1.1827803,0.0008211717387164,0.0008211192234123,0.0035834029720279,2.1274720812182746e-07,-2.063936063936064e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.166197,0.04312821,0.020496848,1.1958279,0.042890595,0.000181391,350.29082,351.60952,350.24376,24.014,-2.719e-06,-1.1656626,0.0008213332698533,0.0008204015876052,0.003583365034965,1.841532994923858e-07,-2.716283716283716e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.149296,0.04310646,0.020494347,1.1959147,0.042895923,0.000192048,350.29082,351.61166,350.24269,23.987,-2.501e-06,-1.1484581,0.0008209190630356,0.0008205035003825,0.0035829277972027,1.949725888324873e-07,-2.4985014985014983e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.132394,0.04311168,0.020505765,1.1959473,0.042902992,0.000181064,350.29082,351.61166,350.24162,24.001,-2.719e-06,-1.1318181,0.0008210184726718,0.0008206387146136,0.0035849239510489,1.8382131979695438e-07,-2.716283716283716e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.1154929999999998,0.043106787,0.020497718,1.1959147,0.042877219,0.000173452,350.29082,351.61166,350.24162,24.065,-1.849e-06,-1.1142554,0.0008209252904208,0.0008201457345065,0.0035835171328671,1.7609340101522845e-07,-1.847152847152847e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.098592,0.043091997,0.020501089,1.1960124,0.042875805,0.000182913,350.29189,351.61273,350.24269,24.028,-3.371e-06,-1.0985055,0.0008206436297848,0.0008201186878347,0.0035841064685314,1.856984771573604e-07,-3.3676323676323674e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.08169,0.043096999,0.020498479,1.1959364,0.04289625,0.000205859,350.29189,351.61059,350.24269,23.998,-2.936e-06,-1.0816266,0.0008207388878308,0.0008205097551644,0.0035836501748251,2.0899390862944165e-07,-2.933066933066933e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.064789,0.043069051,0.020491846,1.195741,0.042868084,0.000198682,350.28975,351.61166,350.24376,23.958,-2.066e-06,-1.0645306,0.000820206646353,0.0008199710022953,0.0035824905594405,2.0170761421319798e-07,-2.063936063936064e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.047887,0.04303708,0.020491302,1.195741,0.042858623,0.000193353,350.28975,351.61166,350.24483,23.888,-2.284e-06,-1.0475215,0.0008195977908969,0.0008197900344299,0.0035823954545454,1.9629746192893402e-07,-2.2817182817182812e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.030986,0.043056002,0.020490758,1.1957302,0.042870585,0.000174757,350.29189,351.61059,350.24269,23.923,-1.957e-06,-1.0303385,0.0008199581413064,0.0008200188408569,0.0035823003496503,1.7741827411167512e-07,-1.955044955044955e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-1.014085,0.038353425,0.021773543,1.1955891,0.038312644,0.000210317,350.29082,351.61166,350.24376,23.864,-2.61e-06,-1.0136876,0.0007304023043229,0.0007328355776587,0.0038065634615384,2.1351979695431475e-07,-2.6073926073926075e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.997183,0.038367779,0.021782352,1.1957953,0.038344072,0.000161925,350.28975,351.60952,350.24162,23.786,-2.719e-06,-0.99656628,0.0007306756617787,0.0007334367253251,0.0038081034965034,1.6439086294416246e-07,-2.716283716283716e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.980282,0.038371586,0.021778437,1.1957193,0.03833733,0.00019444,350.28975,351.61059,350.24269,23.829,-2.284e-06,-0.9796911,0.0007307481622548,0.000733307765876,0.003807419055944,1.9740101522842643e-07,-2.2817182817182812e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.96338,0.038357557,0.021776806,1.1955565,0.03833385,0.000163447,350.28868,351.61166,350.24376,23.891,-3.371e-06,-0.96254338,0.0007304809940963,0.0007332412012241,0.0038071339160839,1.6593604060913704e-07,-3.3676323676323674e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.946479,0.038387571,0.021778763,1.1955348,0.03834255,0.000209774,350.29082,351.61059,350.24269,23.993,-2.066e-06,-0.94561818,0.0007310525804608,0.0007334076128538,0.003807476048951,2.1296852791878173e-07,-2.063936063936064e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.929577,0.03838333,0.021771695,1.1957736,0.038369954,0.000187698,350.29189,351.61166,350.24376,24.038,-2.61e-06,-0.92927712,0.0007309718148924,0.0007339317903596,0.0038062403846153,1.9055634517766499e-07,-2.6073926073926075e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.912676,0.038390181,0.021772565,1.1957627,0.038360493,0.000169972,350.28975,351.61166,350.24055,24.036,-2.392e-06,-0.9130142,0.0007311022852789,0.0007337508224942,0.0038063924825174,1.7256040609137058e-07,-2.3896103896103903e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.895775,0.038374522,0.021774087,1.1955999,0.038324715,0.000185306,350.29296,351.60952,350.24269,23.96,-3.262e-06,-0.89612922,0.0007308040754142,0.000733066469013,0.0038066585664335,1.881279187817259e-07,-3.2587412587412587e-09,2.100000000000001e-05
5/1/2023,5:10 PM,15.0,0.0001,-0.878873,0.038387354,0.021780286,1.1956216,0.038334394,0.000175301,350.29189,351.60952,350.24162,23.918,-3.045e-06,-0.87902817,0.0007310484479146,0.0007332516067329,0.0038077423076923,1.779705583756345e-07,-3.041958041958042e-09,2.100000000000001e-05
