,date,time,Vctrl,stretchAmt,stretchAngle,AmtFreq1,Freq1,errFreq1,AmtAmp1,Amp1,errAmp1,AmtFreq2,Freq2,errFreq2,AmtAmp2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,V_diode_shunt,V_diode,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,Diode_amps,angle,strain
0,5/1/2023,3:26 PM,0.0,0.0,0.0,512.0,431276400.0,1313100.0,512.0,0.0613526,0.0010725,512,439134800.0,1298000.0,512,0.0600598,0.0015578,0.042465827,0.020353628,1.1958713,0.042325978,0.000208469,350.7475,350.93787,350.61167,22.141,-2.61e-06,-1.0306425,0.0008087188535517,0.0008096017214996,0.0035583265734265,2.1164365482233506e-07,-2.6073926073926075e-09,-12.3651599263722,0.0002751659377078787
1,5/1/2023,3:26 PM,0.1,0.0,0.0,512.0,475368600.0,2013600.0,512.0,0.0614169,0.0009372804,512,488967800.0,1616200.0,512,0.0591833,0.0017548,0.037832525,0.021684479,1.1958496,0.037837745,0.000181934,350.7475,350.93894,350.61274,22.169,-2.719e-06,-0.8449335,0.0007204822890877,0.0007237518171384,0.0037909928321678,1.8470456852791882e-07,-2.716283716283716e-09,-12.404909606007283,0.0002768095611822554
2,5/1/2023,3:26 PM,0.2,0.0,0.0,512.0,534537000.0,2382900.0,512.0,0.0545412,0.0011554,512,540802200.0,1975800.0,512,0.0526643,0.0009860439,0.038612135,0.022746728,1.1954697,0.038660962,0.000191722,350.74857,350.94001,350.61167,22.214,-1.957e-06,-0.65859664,0.0007353291753951,0.0007394981254781,0.0039767006993006,1.946416243654822e-07,-1.955044955044955e-09,-12.109590031718682,0.00027704956681860455
3,5/1/2023,3:27 PM,0.3,0.0,0.0,512.0,603201100.0,2833100.0,512.0,0.0563421,0.0010993,512,592381500.0,2367400.0,512,0.054516,0.0011285,0.038708159,0.022736832,1.1956108,0.039004933,0.000210426,350.74857,350.94001,350.61274,22.243,-2.719e-06,-0.47278388,0.0007371578556465,0.0007460775248661,0.0039749706293706,2.136304568527919e-07,-2.716283716283716e-09,-12.257654734633487,0.00027763266199040687
4,5/1/2023,3:27 PM,0.4,0.0,0.0,512.0,664927200.0,3375400.0,512.0,0.0587929,0.001594,512,640353100.0,2400500.0,512,0.0536836,0.0012113,0.03803697,0.021720148,1.1959364,0.038567005,0.000189655,350.74857,350.94001,350.61274,22.227,-2.284e-06,-0.28713588,0.0007243757379546,0.0007377009372609,0.0037972286713286,1.9254314720812185e-07,-2.2817182817182812e-09,-12.257654734633487,0.00027763266199040687
5,5/1/2023,3:28 PM,0.5,0.0,0.0,512.0,717048800.0,3275400.0,512.0,0.0613645,0.0018091,512,686156200.0,2981100.0,512,0.0586786,0.001065,0.037529335,0.020387013,1.1960124,0.038034469,0.000178346,350.74964,350.94108,350.61274,22.254,-2.719e-06,-0.10086772,0.0007147083412683,0.0007275147092578,0.0035641631118881,1.8106192893401014e-07,-2.716283716283716e-09,-12.109706638407753,0.0002784623827403864
6,5/1/2023,3:28 PM,0.6,0.0,0.0,512.0,762510300.0,4443900.0,512.0,0.0590998,0.0010724,512,729583000.0,3023600.0,512,0.0564159,0.0012343,0.037457562,0.020459113,1.1961209,0.038331132,0.000201074,350.74964,350.94108,350.61167,22.222,-2.175e-06,0.084702988,0.0007133414968577,0.0007331892119357,0.003576768006993,2.0413604060913706e-07,-2.172827172827173e-09,-11.960951008222318,0.0002778859593649919
7,5/1/2023,3:29 PM,0.7,0.0,0.0,512.0,804703200.0,4986700.0,512.0,0.0562255,0.0021117,512,769249700.0,4313700.0,512,0.0551518,0.0010417,0.037893967,0.022062707,1.1955456,0.038153982,0.000187698,350.75071,350.94001,350.61167,22.335,-2.501e-06,0.26961375,0.0007216523900209,0.0007298007268553,0.0038571166083916,1.9055634517766499e-07,-2.4985014985014983e-09,-12.02741078920275,0.00027659571167189777
8,5/1/2023,3:29 PM,0.8,0.0,0.0,512.0,833246900.0,4876200.0,512.0,0.0497036,0.0015233,512,799985000.0,4132400.0,512,0.0530387,0.0019517,0.03816627,0.023129411,1.1954154,0.038376044,0.000189329,350.75071,350.94001,350.61381,22.295,1.1745e-05,0.45635025,0.0007268381260712,0.0007340482785003,0.0040436033216783,1.9221218274111677e-07,1.1733266733266732e-08,-12.32545865546026,0.00027776126785711985
9,5/1/2023,3:29 PM,0.9,0.0,0.0,512.0,837554400.0,5151900.0,512.0,0.0494765,0.0012405,512,811725800.0,3613800.0,512,0.0490965,0.0016635,0.040003998,0.023420745,1.1953177,0.040426155,0.000215211,350.75284,350.94215,350.61488,22.413,0.011562689,0.6319321,0.0007618358027042,0.0007732623374139,0.0040945358391608,2.184883248730965e-07,1.1551137862137862e-05,-12.177400327248062,0.0002800029109279252
10,5/1/2023,3:30 PM,1.0,0.0,0.0,512.0,835212800.0,4955400.0,512.0,0.0493328,0.0013874,512,811620800.0,3931100.0,512,0.0488494,0.0016327,0.045413323,0.024102918,1.1950355,0.04580688,0.000228913,350.75391,350.94001,350.61381,22.346,0.15029628,0.67889608,0.0008648509426775,0.0008761836266258,0.0042137968531468,2.323989847715736e-07,0.0001501461338661,-12.204216183379936,0.00027707538157202755
11,5/1/2023,3:30 PM,1.1,0.0,0.0,512.0,834744900.0,5185400.0,512.0,0.0492785,0.0013508,512,812903500.0,3682200.0,512,0.0486668,0.0014752,0.04660683,0.024274957,1.1953285,0.047036817,0.000231958,350.75284,350.94108,350.61488,22.381,0.32690946,0.6871834,0.0008875800799847,0.0008997095830145,0.0042438736013986,2.3549035532994926e-07,0.0003265828771228,-12.28571783951575,0.00027894640169267605
12,5/1/2023,3:31 PM,1.2,0.0,0.0,512.0,840928300.0,5116600.0,512.0,0.0493846,0.0010407,512,820367300.0,3569400.0,512,0.0489238,0.0011563,0.038534489,0.02332744,1.1953394,0.039102154,0.000215211,350.75391,350.94322,350.61488,22.421,0.50513933,0.69512219,0.0007338504856217,0.0007479371461361,0.0040782237762237,2.184883248730965e-07,0.0005046346953046,-12.028150925217151,0.00028083626682391904
13,5/1/2023,3:31 PM,0.0,2.1e-05,0.0,512.0,431924500.0,1343500.0,512.0,0.0613835,0.0010676,512,439044200.0,1404300.0,512,0.0599593,0.0015536,0.042528031,0.02037342,1.1958604,0.042397643,0.000186828,350.57531,351.0491,350.56354,22.539,-2.936e-06,-1.0305014,0.0008099034660064,0.0008109725133894,0.0035617867132867,1.896730964467005e-07,-2.933066933066933e-09,-5.531808535656658,0.0004069678491623674
14,5/1/2023,3:32 PM,0.1,2.1e-05,0.0,512.0,475663500.0,2025900.0,512.0,0.0614263,0.0009582159,512,488702400.0,1591000.0,512,0.0591165,0.0018469,0.03790843,0.02169307,1.1958387,0.037908322,0.000171712,350.57317,351.0491,350.56247,22.453,-3.045e-06,-0.8445459,0.0007219278232717,0.0007251017980107,0.0037924947552447,1.7432690355329949e-07,-3.041958041958042e-09,-5.513331544620897,0.0004069414014248689
15,5/1/2023,3:32 PM,0.2,2.1e-05,0.0,512.0,535152100.0,2253100.0,512.0,0.05454,0.0011108,512,541110600.0,1943900.0,512,0.0525551,0.0009714082,0.038649218,0.02275608,1.1955022,0.038699459,0.000183457,350.5721,351.0491,350.56354,22.338,-3.045e-06,-0.6583187,0.0007360353837364,0.0007402344873756,0.0039783356643356,1.862507614213198e-07,-3.041958041958042e-09,-5.644902694556527,0.00040733815374290554
16,5/1/2023,3:33 PM,0.3,2.1e-05,0.0,512.0,604148400.0,2897600.0,512.0,0.0564334,0.0011133,512,592809800.0,2299000.0,512,0.0544775,0.0011789,0.038748287,0.02274564,1.1954588,0.03899482,0.000214015,350.56675,351.0491,350.56247,22.252,-2.175e-06,-0.47295433,0.0007379220529422,0.0007458840856924,0.0039765104895104,2.172741116751269e-07,-2.172827172827173e-09,-5.737684206236123,0.0004076863584894399
17,5/1/2023,3:33 PM,0.4,2.1e-05,0.0,512.0,665875100.0,3493500.0,512.0,0.0591409,0.0015936,512,641203200.0,2420900.0,512,0.0537365,0.0012522,0.037977485,0.021697203,1.195372,0.038497624,0.000198899,350.56889,351.0491,350.56354,22.323,-2.284e-06,-0.28708051,0.0007232429061131,0.0007363738332058,0.0037932173076923,2.019279187817259e-07,-2.2817182817182812e-09,-5.756674136509219,0.00040771498124292144
18,5/1/2023,3:34 PM,0.5,2.1e-05,0.0,512.0,717915600.0,3420000.0,512.0,0.0611976,0.0019895,512,686727800.0,2850900.0,512,0.0586487,0.0010229,0.037558044,0.020393429,1.195741,0.03804654,0.000194005,350.57103,351.04696,350.5614,22.455,-2.719e-06,-0.10124881,0.0007152550752237,0.000727745600612,0.0035652847902097,1.9695939086294417e-07,-2.716283716283716e-09,-5.607194682947203,0.00040438885296545927
