date,time,Vctrl,stretchAmt,stretchAngle,Freq1,errFreq1,Amp1,errAmp1,Freq2,errFreq2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,AmtFreq1,AmtAmp1,AmtFreq2,AmtAmp2
4/12/2023,2:22 PM,0.0,0.0,0.0,433406100.0,976947.7,0.0618499,0.0009247903,433406100.0,976947.7,0.0618499,0.0009247903,0.042911583,0.025356453,1.1954371,0.04264276,0.000185849,350.76461,350.92503,350.62557,23.174,0.0008172078270805562,0.0008156610558530987,0.004432946328671329,1.8867918781725887e-07,32,32,32,32
4/12/2023,2:22 PM,0.1,0.0,0.0,478412400.0,1695400.0,0.0620973,0.0006721436,478412400.0,1695400.0,0.0620973,0.0006721436,0.035936836,0.019679064,1.1960015,0.035056958,0.0001728,350.76461,350.92503,350.62557,23.116,0.0006843808036564465,0.0006705615531752104,0.0034403958041958043,1.7543147208121828e-07,32,32,32,32
4/12/2023,2:23 PM,0.2,0.0,0.0,538910800.0,1724600.0,0.0551667,0.0011012,538910800.0,1724600.0,0.0551667,0.0011012,0.036615637,0.013571039,1.1964466,0.035420827,0.000145069,350.76568,350.9261,350.62343,23.172,0.000697307884212531,0.0006775215570007651,0.002372559265734266,1.472781725888325e-07,32,32,32,32
4/12/2023,2:23 PM,0.3,0.0,0.0,606898700.0,2126100.0,0.0576267,0.0009694268,606898700.0,2126100.0,0.0576267,0.0009694268,0.038470546,0.022827419,1.1955673,0.037432876,0.000147026,350.76782,350.9261,350.62557,23.175,0.0007326327556655876,0.0007160075745983167,0.003990807517482518,1.4926497461928934e-07,32,32,32,32
4/12/2023,2:23 PM,0.4,0.0,0.0,668404200.0,2371900.0,0.0606152,0.0017012,668404200.0,2371900.0,0.0606152,0.0017012,0.038519265,0.025825916,1.1954262,0.038960456,0.000168123,350.76782,350.92824,350.62664,23.267,0.0007335605598933536,0.000745226778882938,0.00451502027972028,1.7068324873096447e-07,32,32,32,32
4/12/2023,2:23 PM,0.5,0.0,0.0,719502400.0,2841800.0,0.0619092,0.0022053,719502400.0,2841800.0,0.0619092,0.0022053,0.038174535,0.02645067,1.1954045,0.039015808,0.000177476,350.76782,350.92824,350.6245,23.203,0.0007269955246619692,0.0007462855394032135,0.004624243006993007,1.801786802030457e-07,32,32,32,32
4/12/2023,2:23 PM,0.6,0.0,0.0,765875400.0,3245500.0,0.0596734,0.0008219273,765875400.0,3245500.0,0.0596734,0.0008219273,0.037391334,0.023102877,1.1954045,0.037835243,0.000172908,350.76675,350.92397,350.6245,23.085,0.0007120802513806894,0.0007237039594491201,0.004038964510489511,1.7554111675126904e-07,32,32,32,32
4/12/2023,2:24 PM,0.7,0.0,0.0,810872600.0,3322100.0,0.0574743,0.0016459,810872600.0,3322100.0,0.0574743,0.0016459,0.036707096,0.016360415,1.195893,0.035616898,0.00020575,350.76461,350.9261,350.62343,23.1,0.0006990496286421635,0.0006812719586840091,0.0028602124125874126,2.0888324873096445e-07,32,32,32,32
4/12/2023,2:24 PM,0.8,0.0,0.0,839655200.0,3253000.0,0.0500437,0.0008506677,839655200.0,3253000.0,0.0500437,0.0008506677,0.036904581,0.015664756,1.195969,0.035508912,0.000193027,350.76568,350.92397,350.6245,23.164,0.0007028105313273662,0.0006792064269319051,0.0027385937062937064,1.9596649746192894e-07,32,32,32,32
4/12/2023,2:24 PM,0.9,0.0,0.0,844470600.0,2905600.0,0.0500291,0.0008455054,844470600.0,2905600.0,0.0500291,0.0008455054,0.037021593,0.01717874,1.1957085,0.035842008,0.000184762,350.76568,350.92397,350.6245,23.027,0.000705038906874881,0.0006855778117827085,0.003003276223776224,1.875756345177665e-07,32,32,32,32
