date,time,stretchAngle,stretchAmt,Vtarget,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,V_diode_shunt,V_diode,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,Diode_amps
5/3/2023,12:45 PM,90.0,0.0,-1.2,0.042979768,0.020336228,1.1959038,0.042864713,0.000169646,350.81274,350.96782,350.58921,24.388,-2.719e-06,-1.2003538,0.0008185063416492098,0.0008199065225707727,0.003555284615384616,1.7222944162436547e-07,-2.7162837162837162e-09
5/3/2023,12:45 PM,90.0,0.0,-1.196302,0.042985314,0.020346668,1.1959473,0.042883744,0.000192918,350.81274,350.96782,350.58921,24.348,-3.154e-06,-1.1959794,0.0008186119596267377,0.0008202705432287682,0.00355710979020979,1.958558375634518e-07,-3.1508491508491512e-09
5/3/2023,12:45 PM,90.0,0.0,-1.192604,0.043031642,0.020349386,1.1960884,0.042914193,0.000189547,350.8106,350.96461,350.58814,24.265,-3.371e-06,-1.1929836,0.000819494229670539,0.0008208529648048967,0.0035575849650349655,1.9243350253807107e-07,-3.3676323676323674e-09
5/3/2023,12:45 PM,90.0,0.0,-1.188906,0.04298477,0.020351126,1.195969,0.042873739,0.000170625,350.81167,350.96675,350.58814,24.327,-2.501e-06,-1.1892279,0.0008186015996952961,0.0008200791698546289,0.0035578891608391613,1.7322335025380708e-07,-2.4985014985014983e-09
5/3/2023,12:45 PM,90.0,0.0,-1.185208,0.042971612,0.020346885,1.1959907,0.042876131,0.000187154,350.81167,350.96568,350.58814,24.305,-2.284e-06,-1.1846038,0.0008183510188535517,0.0008201249234889059,0.0035571477272727274,1.9000406091370558e-07,-2.2817182817182817e-09
5/3/2023,12:45 PM,90.0,0.0,-1.18151,0.042453648,0.020407349,1.1958279,0.042326196,0.00017106,350.8106,350.96461,350.58814,24.276,-2.501e-06,-1.1818033,0.0008084869167777565,0.0008096058913542464,0.0035677183566433573,1.7366497461928934e-07,-2.4985014985014983e-09
5/3/2023,12:45 PM,90.0,0.0,-1.1778119999999999,0.042476593,0.020419311,1.195893,0.042325217,0.000176932,350.81167,350.96354,350.58814,24.26,-2.175e-06,-1.1771902,0.0008089238811654923,0.0008095871652639632,0.0035698096153846154,1.796263959390863e-07,-2.172827172827173e-09
5/3/2023,12:45 PM,90.0,0.0,-1.1741139999999999,0.042471265,0.020421486,1.1959581,0.042325652,0.000184109,350.81167,350.96354,350.58814,24.218,-2.827e-06,-1.1740423,0.0008088224147781376,0.0008095954858454475,0.00357018986013986,1.8691269035532997e-07,-2.8241758241758245e-09
5/3/2023,12:45 PM,90.0,0.0,-1.170416,0.042477355,0.0204142,1.1960884,0.04234229,0.000166275,350.8106,350.96247,350.58707,24.202,-2.936e-06,-1.169592,0.0008089383926871073,0.0008099137337413924,0.0035689160839160843,1.6880710659898477e-07,-2.933066933066933e-09
5/3/2023,12:45 PM,90.0,0.0,-1.166718,0.042476485,0.020417136,1.1961101,0.042357841,0.000193788,350.80953,350.96247,350.59028,24.172,-2.827e-06,-1.1672148,0.0008089218244143973,0.0008102111897475134,0.0035694293706293708,1.9673908629441623e-07,-2.8241758241758245e-09
