,date,time,Vctrl,stretchAmt,stretchAngle,AmtFreq1,Freq1,errFreq1,AmtAmp1,Amp1,errAmp1,AmtFreq2,Freq2,errFreq2,AmtAmp2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,V_diode_shunt,V_diode,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,Diode_amps,angle,strain
0,5/3/2023,12:45 PM,0.0,0.0,90.0,355.0,431103800.0,1369500.0,355.0,0.0619932,0.0011177,355.0,438507700.0,1397500.0,355.0,0.0603786,0.001468,0.042971612,0.020346885,1.1959907,0.042876131,0.000187154,350.81167,350.96568,350.58814,24.305,-2.284e-06,-1.1846038,0.0008183510188535,0.0008201249234889,0.0035571477272727,1.9000406091370563e-07,-2.2817182817182812e-09,0.2690120807617131,0.00020452597532066502
1,5/3/2023,12:45 PM,0.009302,0.0,90.0,318.0,434467000.0,1360100.0,318.0,0.0620289,0.0011146,318.0,442867300.0,1393200.0,318.0,0.0603535,0.0012079,0.042476485,0.020417136,1.1961101,0.042357841,0.000193788,350.80953,350.96247,350.59028,24.172,-2.827e-06,-1.1672148,0.0008089218244143,0.0008102111897475,0.0035694293706293,1.9673908629441626e-07,-2.824175824175824e-09,-0.6291550641024943,0.00020032963636422397
2,5/3/2023,12:46 PM,0.018605,0.0,90.0,326.0,438370100.0,1470200.0,326.0,0.0619337,0.0010353,326.0,447537900.0,1502000.0,326.0,0.0600945,0.001193,0.041698611,0.020541108,1.195817,0.041523419,0.000179868,350.8106,350.9614,350.586,24.074,-2.392e-06,-1.1475897,0.0007941079984764,0.0007942505547054,0.0035911027972027,1.826071065989848e-07,-2.3896103896103903e-09,0.17155559529107697,0.00019887232961345632
3,5/3/2023,12:46 PM,0.027907,0.0,90.0,333.0,442038500.0,1427300.0,333.0,0.0620613,0.0008723847,333.0,452036000.0,1566500.0,333.0,0.0599315,0.0012182,0.040939445,0.020671714,1.195969,0.040738152,0.000194114,350.80953,350.96568,350.58814,24.241,-3.154e-06,-1.1293216,0.0007796504475338,0.000779230145371,0.003613936013986,1.970700507614213e-07,-3.150849150849151e-09,0.0695302456375118,0.00020451761940943345
4,5/3/2023,12:46 PM,0.037209,0.0,90.0,339.0,445740000.0,1510300.0,339.0,0.0618879,0.0009424575,339.0,456308900.0,1678800.0,339.0,0.0597522,0.0011128,0.04022258,0.02080917,1.1958061,0.039960281,0.000208578,350.81381,350.97209,350.58921,24.65,-2.066e-06,-1.1105649,0.0007659984764806,0.0007643512050497,0.0036379667832167,2.1175431472081218e-07,-2.063936063936064e-09,0.8530702344754701,0.0002130676254749134
5,5/3/2023,12:46 PM,0.046512,0.0,90.0,332.0,450232900.0,1563200.0,332.0,0.0619807,0.000943921,332.0,461411400.0,1684900.0,332.0,0.0597709,0.0012754,0.039494732,0.021002416,1.1958387,0.039257227,0.000186393,350.81381,350.97102,350.59135,24.499,-2.284e-06,-1.0928285,0.0007521373452675,0.0007509033473603,0.003671751048951,1.8923147208121828e-07,-2.2817182817182812e-09,0.3633738321254307,0.0002115807014441474
6,5/3/2023,12:46 PM,0.055814,0.0,90.0,322.0,453989600.0,1612000.0,322.0,0.0620646,0.0008610948,322.0,465871500.0,1829000.0,322.0,0.0598124,0.0012363,0.03901222,0.021154118,1.1958604,0.038850512,0.000188677,350.8106,350.96675,350.58921,24.384,-2.61e-06,-1.0737028,0.0007429483907827,0.0007431237949502,0.0036982723776223,1.915502538071066e-07,-2.6073926073926075e-09,0.06936149256350288,0.00020592968961105477
7,5/3/2023,12:47 PM,0.065116,0.0,90.0,324.0,457961200.0,1866300.0,324.0,0.0619161,0.0009175897,324.0,470438700.0,1775400.0,324.0,0.0598383,0.0014327,0.038701743,0.021272109,1.1958061,0.038554825,0.000182369,350.81274,350.96782,350.59028,24.314,-2.719e-06,-1.0555322,0.0007370356693963,0.0007374679609793,0.0037189001748251,1.85146192893401e-07,-2.716283716283716e-09,0.16858901448977218,0.00020734469365008077
8,5/3/2023,12:47 PM,0.074419,0.0,90.0,324.0,462089800.0,1757800.0,324.0,0.0618407,0.0010155,324.0,474820200.0,1680200.0,324.0,0.0597691,0.001327,0.038491316,0.021374658,1.1959473,0.038424981,0.000208686,350.8106,350.96675,350.58814,24.363,-3.262e-06,-1.0364171,0.0007330282993715,0.0007349843343534,0.0037368283216783,2.1186395939086294e-07,-3.2587412587412587e-09,0.2671993165229916,0.00020593798951885217
9,5/3/2023,12:47 PM,0.083721,0.0,90.0,327.0,467029000.0,1860400.0,327.0,0.0618703,0.0010841,327.0,480079500.0,1849000.0,327.0,0.0600636,0.0012898,0.03834255,0.021456545,1.1958713,0.038328413,0.000207273,350.8106,350.96675,350.58814,24.389,-2.61e-06,-1.0189629,0.0007301952009141,0.0007331372035195,0.0037511442307692,2.104294416243655e-07,-2.6073926073926075e-09,0.2671993165229916,0.00020593798951885217
