date,time,Vctrl,stretchAmt,stretchAngle,Freq1,errFreq1,Amp1,errAmp1,Freq2,errFreq2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,stretchDiffs
4/12/2023,3:36 PM,0.0,9.8e-05,90.0,423379900.0,927612.8,0.0598318,0.000907479,434826300.0,1363900.0,0.7451578,0.0233206,0.04285025,0.019395669,1.1959473,0.042627426,0.000208904,352.02235,350.04269,350.50793,25.701,4.285025e-05,4.2627426e-05,1.9395669e-05,2.08904e-07,1.9e-05
4/12/2023,3:36 PM,0.1,9.8e-05,90.0,466834200.0,1515000.0,0.0598854,0.0006472055,484340200.0,1912500.0,0.7358539,0.0134931,0.038146696,0.020718584,1.1958496,0.038091452,0.000154965,352.02235,350.04162,350.509,25.647,3.8146696e-05,3.8091452e-05,2.0718584e-05,1.54965e-07,1.9e-05
4/12/2023,3:36 PM,0.2,9.8e-05,90.0,525050800.0,1716200.0,0.0527132,0.0021883,534692300.0,1779100.0,0.6494327,0.0171941,0.038865737,0.021659794,1.1955456,0.038795157,0.000172038,352.02342,350.03948,350.50686,25.655,3.8865737e-05,3.8795157e-05,2.1659794e-05,1.7203800000000002e-07,1.9e-05
4/12/2023,3:37 PM,0.3,9.8e-05,90.0,592438100.0,1899600.0,0.0547312,0.000862038,584429000.0,2015300.0,0.6696815,0.0122865,0.038947841,0.021934055,1.1954262,0.039214707,0.000199334,352.02449,350.04055,350.50686,25.709,3.8947841e-05,3.9214707e-05,2.1934055e-05,1.99334e-07,1.9e-05
4/12/2023,3:37 PM,0.4,9.8e-05,90.0,652115100.0,2177400.0,0.0557458,0.001513,631070900.0,2102200.0,0.6808753,0.0170195,0.038469676,0.020951412,1.1957193,0.038922068,0.000177585,352.01914,350.04162,350.50686,25.731,3.8469676e-05,3.8922068e-05,2.0951412e-05,1.77585e-07,1.9e-05
4/12/2023,3:37 PM,0.5,9.8e-05,90.0,703059800.0,2596800.0,0.0614352,0.0010414,674772800.0,3122500.0,0.722783,0.0133348,0.037654829,0.019511376,1.1958496,0.038071225,0.000168993,352.02128,350.04055,350.50793,25.725,3.7654829e-05,3.8071225e-05,1.9511376e-05,1.68993e-07,1.9e-05
4/12/2023,3:37 PM,0.6,9.8e-05,90.0,746772400.0,2910800.0,0.0584812,0.000594487,718006200.0,3043300.0,0.683963,0.0160537,0.037760643,0.019707883,1.1958387,0.038327543,0.000184871,352.02342,350.04055,350.50686,25.748,3.7760643e-05,3.8327543e-05,1.9707883e-05,1.84871e-07,1.9e-05
4/12/2023,3:37 PM,0.7,9.8e-05,90.0,787027500.0,3268800.0,0.0559709,0.0008382165,755860700.0,3841600.0,0.6835235,0.0115302,0.037921045,0.020637785,1.1956759,0.038285349,0.000211622,352.02235,350.03841,350.50686,25.688,3.7921045e-05,3.8285349000000005e-05,2.0637785e-05,2.11622e-07,1.9e-05
4/12/2023,3:38 PM,0.8,9.8e-05,90.0,816628400.0,3415400.0,0.0532329,0.0024036,785540200.0,4034000.0,0.6624174,0.0157032,0.038239457,0.022034324,1.1956108,0.038429657,0.00020575,352.02235,350.04162,350.50686,25.721,3.8239457e-05,3.8429657e-05,2.2034324e-05,2.0575e-07,1.9e-05
4/12/2023,3:38 PM,0.9,9.8e-05,90.0,822226400.0,2924300.0,0.0501851,0.0024078,797367100.0,3934500.0,0.6561422,0.0223956,0.038151263,0.022281724,1.1955131,0.038481529,0.000173343,352.02128,350.04055,350.50793,25.769,3.8151263e-05,3.8481529e-05,2.2281724e-05,1.7334300000000005e-07,1.9e-05
4/12/2023,3:38 PM,1.0,9.8e-05,90.0,823504600.0,2683600.0,0.049728,0.0023027,800225100.0,3669800.0,0.6431646,0.0320843,0.038118422,0.022332074,1.1955131,0.038515567,0.000217821,352.02235,350.04162,350.50365,25.821,3.8118422e-05,3.8515567e-05,2.2332074e-05,2.1782100000000003e-07,1.9e-05
4/12/2023,3:38 PM,1.1,9.8e-05,90.0,824214600.0,2616100.0,0.0495614,0.0021779,803206500.0,3536500.0,0.6306104,0.0306189,0.037867868,0.022336859,1.1955456,0.038283935,0.000226956,352.02128,350.04055,350.50686,25.709,3.7867868e-05,3.8283935e-05,2.2336859e-05,2.26956e-07,1.9e-05
4/12/2023,3:38 PM,1.2,9.8e-05,90.0,828723400.0,3700400.0,0.0489331,0.001312,808892500.0,3946300.0,0.6065782,0.0243427,0.032454408,0.021788116,1.1960124,0.032981618,0.000177911,352.02021,350.04055,350.50686,25.784,3.2454407999999994e-05,3.2981618e-05,2.1788116e-05,1.77911e-07,1.9e-05
4/12/2023,3:39 PM,0.0,8e-05,90.0,424749100.0,911116.5,0.0598944,0.000757817,435289200.0,1074000.0,0.7457397,0.0248334,0.042899947,0.019421551,1.1960775,0.042688107,0.000184327,351.83305,350.18494,350.48654,25.819,4.2899947e-05,4.2688107e-05,1.9421551e-05,1.84327e-07,-1.799999999999999e-05
4/12/2023,3:40 PM,0.1,8e-05,90.0,468191600.0,1581000.0,0.0600622,0.0007186874,484489000.0,1730300.0,0.7369039,0.0172216,0.038186389,0.020758059,1.1960667,0.03814463,0.000176171,351.83412,350.1828,350.48761,25.701,3.8186389e-05,3.814463e-05,2.0758059e-05,1.76171e-07,-1.799999999999999e-05
4/12/2023,3:40 PM,0.2,8e-05,90.0,526723300.0,1781700.0,0.0524804,0.0017223,535362900.0,1795400.0,0.6459836,0.0157058,0.038913803,0.021708295,1.1956325,0.038873675,0.000191069,351.83519,350.18494,350.48761,25.749,3.8913803e-05,3.8873675000000005e-05,2.1708295e-05,1.91069e-07,-1.799999999999999e-05
