date,time,Vctrl,stretchAmt,stretchAngle,Freq1,errFreq1,Amp1,errAmp1,Freq2,errFreq2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,stretchDiffs
4/17/2023,3:07 PM,0.0,0.0,270.0,432020000.0,1368200.0,0.0615975,0.0010179,439137000.0,1495800.0,0.0603655,0.0016438,0.043028054,0.019483645,1.1961752,0.042874826,0.000184653,350.82022,350.9229,350.56675,25.642,4.3028054e-05,4.2874826e-05,1.9483645e-05,1.84653e-07,0.0
4/17/2023,3:07 PM,0.1,0.0,270.0,476161900.0,2104800.0,0.0618281,0.001057,488857500.0,1500300.0,0.059876,0.001584,0.038316559,0.020883554,1.1959038,0.038339179,0.000192265,350.82236,350.92183,350.56675,25.685,3.8316559e-05,3.8339179e-05,2.0883554e-05,1.92265e-07,0.0
4/17/2023,3:07 PM,0.2,0.0,270.0,534884100.0,2768500.0,0.0551303,0.0011539,540540100.0,2167100.0,0.0527997,0.0011368,0.039210684,0.022045851,1.1960232,0.039257119,0.000202814,350.82343,350.9229,350.56568,25.65,3.9210684e-05,3.9257119e-05,2.2045851e-05,2.02814e-07,0.0
4/17/2023,3:07 PM,0.3,0.0,270.0,603174300.0,3148300.0,0.0571395,0.0011189,592437800.0,2299300.0,0.0549914,0.0010976,0.039159898,0.022041284,1.1957627,0.039441011,0.000209882,350.82022,350.92183,350.56675,25.588,3.9159898e-05,3.9441011e-05,2.2041284e-05,2.09882e-07,0.0
4/17/2023,3:08 PM,0.4,0.0,270.0,665740600.0,3411000.0,0.0602839,0.0015759,640712900.0,2277100.0,0.0544331,0.0014039,0.038325042,0.020966528,1.1960667,0.038870413,0.000202814,350.82022,350.92076,350.56568,25.586,3.8325042e-05,3.8870413e-05,2.0966528000000003e-05,2.02814e-07,0.0
4/17/2023,3:08 PM,0.5,0.0,270.0,717348700.0,2986000.0,0.0621018,0.0021527,686417100.0,3211000.0,0.0593753,0.0011987,0.037802184,0.019569773,1.1961535,0.038305358,0.000175083,350.82129,350.92076,350.56568,25.597,3.7802184000000005e-05,3.8305358e-05,1.9569773e-05,1.75083e-07,0.0
4/17/2023,3:08 PM,0.6,0.0,270.0,762794200.0,4077400.0,0.0601035,0.0012528,728468500.0,2736200.0,0.0572794,0.0011786,0.037881352,0.019648615,1.1960449,0.038705766,0.000204771,350.81915,350.91648,350.56354,25.413,3.7881352e-05,3.8705766000000005e-05,1.9648615e-05,2.04771e-07,0.0
4/17/2023,3:08 PM,0.7,0.0,270.0,806244400.0,4673800.0,0.0575532,0.001615,769099300.0,4275000.0,0.0558552,0.0010905,0.038385179,0.021382814,1.195817,0.038554499,0.000183674,350.82022,350.91541,350.56354,25.364,3.8385179e-05,3.8554499e-05,2.1382814e-05,1.83674e-07,0.0
4/17/2023,3:09 PM,0.8,0.0,270.0,833492700.0,5074300.0,0.0494964,0.0017846,798798100.0,4331800.0,0.0529097,0.0021874,0.038671511,0.022489975,1.1957953,0.038909779,0.000222932,350.82129,350.91434,350.56461,25.261,3.8671511e-05,3.8909779e-05,2.2489975e-05,2.22932e-07,0.0
4/17/2023,3:09 PM,0.9,0.0,270.0,839825300.0,5289700.0,0.0496757,0.001222,811834000.0,3803600.0,0.0493996,0.0016332,0.0384849,0.022604269,1.1957736,0.038975245,0.000179977,350.81808,350.91327,350.56354,25.156,3.84849e-05,3.8975245e-05,2.2604269e-05,1.79977e-07,0.0
4/17/2023,3:09 PM,1.0,0.0,270.0,839495400.0,5662700.0,0.0499178,0.0011435,816193800.0,3801500.0,0.049191,0.0012028,0.038461302,0.022634066,1.1955673,0.039015917,0.000200965,350.81915,350.91434,350.5614,25.289,3.8461302e-05,3.9015917e-05,2.2634066e-05,2.00965e-07,0.0
4/17/2023,3:09 PM,1.1,0.0,270.0,841708400.0,5292500.0,0.0498682,0.001123,819452200.0,4186100.0,0.0495662,0.0012817,0.038161921,0.0226233,1.1954262,0.038749809,0.000197485,350.81915,350.91541,350.5614,25.26,3.8161921e-05,3.8749809e-05,2.26233e-05,1.97485e-07,0.0
4/17/2023,3:09 PM,1.2,0.0,270.0,846694700.0,6795200.0,0.0501738,0.0011388,824764200.0,4083500.0,0.0500436,0.0010035,0.032587409,0.022123823,1.1956867,0.033215534,0.000185197,350.81701,350.91434,350.5614,25.222,3.2587409e-05,3.3215534e-05,2.2123823e-05,1.8519700000000001e-07,0.0
4/17/2023,3:10 PM,0.0,2e-05,270.0,430284900.0,1351000.0,0.0621036,0.0011696,438296800.0,1387300.0,0.060326,0.0015715,0.042786197,0.019415896,1.1959798,0.0426557,0.000194767,350.94536,350.72718,350.51541,25.203,4.2786197e-05,4.26557e-05,1.9415896e-05,1.94767e-07,2e-05
4/17/2023,3:10 PM,0.1,2e-05,270.0,474333500.0,2132000.0,0.0622104,0.0010195,488099900.0,1662300.0,0.0595066,0.0022195,0.038135495,0.020820371,1.195741,0.038143869,0.000194549,350.94322,350.73145,350.51541,25.273,3.8135495e-05,3.8143869e-05,2.0820371e-05,1.94549e-07,2e-05
4/17/2023,3:10 PM,0.2,2e-05,270.0,533226900.0,2377100.0,0.0549319,0.0012244,539526000.0,2082800.0,0.0528305,0.0009613463,0.039007217,0.021961241,1.1957302,0.039027553,0.000197485,350.94322,350.73038,350.51541,25.268,3.9007217e-05,3.9027553e-05,2.1961241e-05,1.97485e-07,2e-05
4/17/2023,3:11 PM,0.3,2e-05,270.0,601526100.0,3121300.0,0.0571846,0.0013412,590459400.0,2619900.0,0.0549286,0.0010919,0.039037231,0.022029974,1.1956867,0.039323455,0.000193788,350.94536,350.73038,350.51541,25.288,3.9037231e-05,3.9323455e-05,2.2029974e-05,1.93788e-07,2e-05
4/17/2023,3:11 PM,0.4,2e-05,270.0,663496700.0,2975300.0,0.059616,0.0017919,638989000.0,2149400.0,0.0543127,0.0012389,0.038219774,0.020982624,1.1960015,0.038773407,0.000175627,350.94322,350.73145,350.51434,25.274,3.8219774e-05,3.8773407e-05,2.0982624e-05,1.7562700000000001e-07,2e-05
4/17/2023,3:11 PM,0.5,2e-05,270.0,715804400.0,3530900.0,0.0626411,0.002273,684614500.0,2995200.0,0.0591978,0.0010957,0.037635037,0.019528449,1.1958821,0.038119618,0.000175845,350.94536,350.73145,350.51434,25.269,3.7635037e-05,3.8119618e-05,1.9528449e-05,1.75845e-07,2e-05
4/17/2023,3:11 PM,0.6,2e-05,270.0,760887100.0,3772200.0,0.0606257,0.001102,727352000.0,3293400.0,0.0569492,0.0009888064,0.037763796,0.019620123,1.1960558,0.038579402,0.000161599,350.94215,350.73038,350.51434,25.16,3.7763796e-05,3.8579402e-05,1.9620123e-05,1.6159900000000004e-07,2e-05
4/17/2023,3:11 PM,0.7,2e-05,270.0,802742500.0,5230100.0,0.0576725,0.001761,767906400.0,4141000.0,0.0558831,0.0013298,0.038206398,0.021247424,1.1958279,0.038473373,0.000205859,350.94536,350.73038,350.51327,25.203,3.8206398e-05,3.8473373e-05,2.1247424e-05,2.05859e-07,2e-05
4/17/2023,3:12 PM,0.8,2e-05,270.0,831487000.0,5350000.0,0.0501527,0.0020246,797229900.0,4373100.0,0.0533787,0.0025047,0.038511435,0.022414178,1.1955565,0.038755681,0.000186284,350.94429,350.72825,350.51434,25.109,3.8511435e-05,3.8755681e-05,2.2414178e-05,1.86284e-07,2e-05
4/17/2023,3:12 PM,0.9,2e-05,270.0,836195600.0,5445200.0,0.0497482,0.0015066,809806800.0,4665700.0,0.0493122,0.0015669,0.038393118,0.022539999,1.1955673,0.038822347,0.000182261,350.94322,350.73038,350.51327,25.262,3.8393118e-05,3.8822347e-05,2.2539999e-05,1.82261e-07,2e-05
4/17/2023,3:12 PM,1.0,2e-05,270.0,836856300.0,5093200.0,0.0495661,0.0012259,813401700.0,3936000.0,0.0486509,0.001638,0.038340049,0.022574255,1.1955891,0.038876394,0.000189873,350.94429,350.73038,350.51221,25.227,3.8340049e-05,3.8876394e-05,2.2574255e-05,1.89873e-07,2e-05
4/17/2023,3:12 PM,1.1,2e-05,270.0,838964700.0,5679400.0,0.0498565,0.0011798,815110400.0,4903400.0,0.0490623,0.0012559,0.03808471,0.022561966,1.1954697,0.038616376,0.000220648,350.94322,350.73038,350.51327,25.254,3.808471e-05,3.8616376e-05,2.2561966e-05,2.20648e-07,2e-05
4/17/2023,3:12 PM,1.2,2e-05,270.0,843200400.0,5161900.0,0.0501071,0.0009310804,822454400.0,4177300.0,0.0499548,0.0011431,0.032493883,0.02204074,1.1957085,0.0331803,0.000185088,350.94536,350.73038,350.51434,25.203,3.2493883000000004e-05,3.3180300000000005e-05,2.204074e-05,1.85088e-07,2e-05
4/17/2023,3:13 PM,0.0,4e-05,270.0,429362300.0,1344500.0,0.0619376,0.0010262,437621200.0,1283000.0,0.060517,0.0015423,0.042806968,0.019378487,1.1959798,0.04266701,0.000193135,351.10043,350.62343,350.52932,25.306,4.2806968e-05,4.266701e-05,1.9378487e-05,1.9313500000000002e-07,2e-05
