date,time,stretchAngle,stretchAmt,Vtarget,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,V_diode_shunt,V_diode,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,Diode_amps,stretchDiffs
5/2/2023,10:57 AM,45.0,0.0,-1.2,0.042928113,0.020350583,1.1960775,0.042761729,0.000180086,350.74215,350.98065,350.56033,24.199,-4.024e-06,-1.2004081,4.2928113e-05,4.2761729e-05,2.0350583e-05,1.8008600000000004e-07,-4.024e-09,0.0
5/2/2023,10:57 AM,45.0,0.0,-1.183099,0.042914193,0.020355585,1.1960558,0.042757706,0.000182369,350.74215,350.98065,350.55819,24.207,-3.806e-06,-1.1829648,4.2914193e-05,4.2757706e-05,2.0355585e-05,1.82369e-07,-3.806e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.166197,0.042922132,0.020354824,1.1961861,0.04279033,0.000190852,350.74322,350.97958,350.55819,24.223,-2.719e-06,-1.16563,4.2922132e-05,4.2790330000000005e-05,2.0354824e-05,1.9085200000000002e-07,-2.719e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.149296,0.042896902,0.02034471,1.1959038,0.042735304,0.000203793,350.74429,350.98172,350.55926,24.264,-2.719e-06,-1.1489791,4.2896902e-05,4.2735304e-05,2.034471e-05,2.03793e-07,-2.719e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.132394,0.042895053,0.020339817,1.1959038,0.042742698,0.000166057,350.74536,350.98172,350.56033,24.261,-2.827e-06,-1.1316553,4.2895053e-05,4.2742698e-05,2.0339817e-05,1.66057e-07,-2.8270000000000003e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.1154929999999998,0.042928548,0.020353954,1.1960558,0.042789786,0.000165514,350.74429,350.98172,350.55926,24.282,-2.719e-06,-1.1145051,4.2928548e-05,4.2789786e-05,2.0353954e-05,1.6551399999999998e-07,-2.719e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.098592,0.042911366,0.020343623,1.1959364,0.042771843,0.000182369,350.74536,350.98172,350.55926,24.223,-3.154e-06,-1.0991784,4.2911366e-05,4.2771843e-05,2.0343623e-05,1.82369e-07,-3.154e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.08169,0.042908321,0.020351996,1.1961318,0.042776736,0.000191613,350.74536,350.97958,350.55926,24.132,-3.045e-06,-1.0817894,4.2908321e-05,4.2776736000000005e-05,2.0351996e-05,1.91613e-07,-3.045e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.064789,0.042919957,0.020340469,1.1960775,0.042776084,0.000178346,350.74322,350.97851,350.55819,24.151,-2.719e-06,-1.0650951,4.2919957000000005e-05,4.2776084e-05,2.0340469e-05,1.78346e-07,-2.719e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.047887,0.042923002,0.020350909,1.1960449,0.042777063,0.000191722,350.74536,350.98065,350.55926,24.226,-3.371e-06,-1.0479557,4.2923002e-05,4.2777063e-05,2.0350909e-05,1.91722e-07,-3.371e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.030986,0.042869498,0.02034471,1.1960124,0.042742698,0.000182587,350.74536,350.98065,350.55819,24.207,-3.154e-06,-1.030751,4.2869498e-05,4.2742698e-05,2.034471e-05,1.82587e-07,-3.154e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-1.014085,0.038158223,0.021616403,1.1957736,0.038171382,0.00017715,350.74322,350.97851,350.55712,24.127,-2.719e-06,-1.0138179,3.8158223e-05,3.8171382e-05,2.1616403e-05,1.7715e-07,-2.719e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-0.997183,0.03813245,0.021621732,1.1959907,0.0381828,0.000185741,350.74322,350.97958,350.55712,24.129,-2.175e-06,-0.99694411,3.813245e-05,3.81828e-05,2.1621732e-05,1.8574100000000002e-07,-2.175e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-0.980282,0.038148218,0.021619775,1.1956867,0.03814289,0.000195854,350.74215,350.97744,350.55712,24.116,-3.262e-06,-0.98003961,3.8148218e-05,3.814289e-05,2.1619775e-05,1.95854e-07,-3.2619999999999997e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-0.96338,0.038136256,0.021618252,1.195817,0.038157462,0.000206076,350.74215,350.97958,350.55926,24.062,-2.719e-06,-0.9626183,3.8136256e-05,3.8157462000000005e-05,2.1618252e-05,2.06076e-07,-2.719e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-0.946479,0.038144412,0.021620862,1.1958279,0.038156266,0.000177476,350.74215,350.97744,350.55605,24.033,-3.045e-06,-0.94580275,3.8144412e-05,3.8156266e-05,2.1620862e-05,1.77476e-07,-3.045e-09,0.0
5/2/2023,10:58 AM,45.0,0.0,-0.929577,0.0381281,0.021613359,1.1956759,0.038138105,0.000211622,350.74001,350.97851,350.55712,24.06,-2.719e-06,-0.92979284,3.81281e-05,3.8138105e-05,2.1613359e-05,2.11622e-07,-2.719e-09,0.0
